Word		Original_root		Predicted_root
۔		۔		۔
کانگریس		کانگریس		کانگریس
پارٹی		پارٹی		پارٹی
،		،		،
آنجہانی		آنجہانی		آنجہانی
وائی		وائی		وائی
ایس		ایس		ایس
آر		آر		آر
کی		کا		کا
خدمات		خدمت		خدمت
اور		اور		اور
ان		وہ		یہ
کی		کا		کا
حکمت		حکمت		حکمت
عملی		عملی		عملی
سے		سے		سے
ریاست		ریاست		ریاست
ہی		ہی		ہی
نہیں		نہیں		نہیں
NULL		null		UUll
NULL		null		UUll
مرکز		مرکز		مرکز
کی		کا		کا
کرسی		کرسی		کرسی
سنبھالے		سنبھال		سنبھال
ہوئے		ہو		ہو
ہے		ہے		ہے
اور		اور		اور
آج		آج		آج
آنجہانی		آنجہانی		آنجہانی
وائی		وائی		وائی
ایس		ایس		ایس
آر		آر		آر
کی		کا		کا
اہلیہ		اہلیہ		اہلیہ
اور		اور		اور
ان		وہ		یہ
کے		کا		کا
فرزند		فرزند		فرزند
کو		کو		کو
سیاسی		سیاسی		سیاسی
نقشہ		نقشہ		نقشہ
سے		سے		سے
ہٹانے		ہٹا		ہٹا
کے		کے		کا
لئے		لئے		لئے
وہ		وہ		وہ
اپنی		اپنا		اپنا
ہر		ہر		ہر
طاقت		طاقت		طاقت
کا		کا		کا
استعمال		استعمال		استعمال
کر		کر		کر
رہی		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
ریاست		ریاست		ریاست
کے		کا		کا
تمام		تمام		تمام
وزرا		وزیر		وزیر
کو		کو		کو
کڑپہ		کڑپہ		کڑپہ
مےں		مےں		مےں
متحرک		متحرک		متحرک
کر		کر		کر
دیا		دے		دے
گیا		جا		جا
ہے		ہے		ہے
،		،		،
NULL		null		UUll
سرکاری		سرکاری		سرکاری
مشنری		مشنری		مشنری
کا		کا		کا
استعمال		استعمال		استعمال
NULL		null		UUll
اس		یہ		یہ
کے		کے		کا
باوجود		باوجود		باوجود
خاندان		خاندان		خاندان
کا		کا		کا
شیرازہ		شیرازہ		شیرازہ
بکھیرتے		بکھیر		بکھیر
ہوئے		ہو		ہو
بھاوج		بھاوج		بھاوج
کے		کے		کا
خلاف		خلاف		خلاف
دیور		دیور		دیور
کو		کو		کو
انتخابی		انتخابی		انتخابی
میدان		میدان		میدان
مےں		مےں		مےں
اُتارا		اُتار		اُتارا
گیا		جا		جا
ہے		ہے		ہے
لیکن		لیکن		لیکن
عوام		عام		عوام
کی		کا		کا
انقلابی		انقلابی		انقلابی
ذہنیت		ذہنیت		ذہنیت
کے		کے		کا
آگے		آگے		آگے
کچھ		کچھ		کچھ
نہیں		نہیں		نہیں
چلےگا		چل		چل
۔		۔		۔
یہ		یہ		یہ
انتخابات		انتخاب		انتخاب
ساری		سارا		ساری
ریاست		ریاست		ریاست
کی		کا		کا
سیاسی		سیاسی		سیاسی
صورتحال		صورتحال		صورتحال
تبدیل		تبدیل		تبدیل
کر		کر		کر
سکتے		سک		سک
ہیں		ہے		ہے
۔		۔		۔
آج		آج		آج
کے		کا		کا
سیاسی		سیاسی		سیاسی
حالات		حالات		حالات
کا		کا		کا
بغور		بغور		بغور
جائزہ		جائزہ		جائزہ
لیا		لے		لے
جائے		جا		جا
تو		تو		تو
یہ		یہ		یہ
بات		بات		بات
واضح		واضح		واضح
دکھائی		دکھا		دکھا
دیتی		دے		دی
ہے		ہے		ہے
کہ		کہ		کہ
سیاسی		سیاسی		سیاسی
جماعتوں		جماعت		جماعت
کو		کو		کو
عوامی		عوامی		عوامی
مسائل		مسئلہ		مسئلہ
نہیں		نہیں		نہیں
NULL		null		UUll
بلکہ		بلکہ		بلکہ
اپنی		اپنا		اپنا
اپنی		اپنا		اپنا
کرسی		کرسی		کرسی
کی		کا		کا
فکر		فکر		فکر
زیادہ		زیادہ		زیادہ
ہے		ہے		ہے
۔		۔		۔
یہاں		یہاں		یہاں
قدم		قدم		قدم
قدم		قدم		قدم
پر		پر		پر
سازشیں		سازش		سازش
ہو		ہو		ہو
رہی		رہ		رہ
ہےں		ہے		ہے
اور		اور		اور
کوئی		کوئی		کوئی
کسی		کوئی		کوئیییییییییی
کو		کو		کو
اٹھتا		اٹھ		اٹھ
ہوا		ہو		ہو
نہیں		نہیں		نہیں
دیکھ		دیکھ		دیکھ
سکتے		سک		سک
۔		۔		۔
ہر		ہر		ہر
کوئی		کوئی		کوئی
دوسرے		دوسرا		دوسرا
کے		کا		کا
کندھوں		کندھا		کندھ
کو		کو		کو
اپنی		اپنا		اپنا
بلندی		بلندی		بلندی
کے		کے		کا
لئے		لئے		لئے
استعمال		استعمال		استعمال
کر		کر		کر
رہا		رہ		رہ
ہے		ہے		ہے
,		,		,
NULL		null		UUll
ترقیاتی		ترقیاتی		ترقیاتی
کاموں		کام		کام
پر		پر		پر
توجہ		توجہ		توجہ
کس		کون		کوننننننننننن
کو		کو		کو
ہے		ہے		ہے
شائد		شائد		شائد
وائی		وائی		وائی
ایس		ایس		ایس
جگن		جگن		جگن
موہن		موہن		موہن
ریڈی		ریڈی		ریڈی
کی		کا		کا
شخصیت		شخصیت		شخصیت
مےں		مےں		مےں
اس		یہ		یہ
علاقہ		علاقہ		علاقہ
کے		کا		کا
عوام		عام		عوام
کو		کو		کو
آنجہانی		آنجہانی		آنجہانی
وائی		وائی		وائی
ایس		ایس		ایس
راج		راج		راج
شیکھر		شیکھر		شیکھر
ریڈی		ریڈی		ریڈی
کا		کا		کا
عکس		عکس		عکس
دکھائی		دکھا		دکھا
دے		دے		دے
رہا		رہ		رہ
ہے		ہے		ہے
-		-		-
یہی		یہی		یہ
سبب		سبب		سبب
ہے		ہے		ہے
کہ		کہ		کہ
کم		کم		کم
عمر		عمر		عمر
سیاستداں		سیاستداں		سیاستداں
کی		کا		کا
مقبولیت		مقبولیت		مقبولیت
آج		آج		آج
ریاست		ریاست		ریاست
کی		کا		کا
سیاست		سیاست		سیاست
مےں		مےں		مےں
بلندی		بلندی		بلندی
کو		کو		کو
پہنچ		پہنچ		پہنچ
گئی		جا		جا
ہے		ہے		ہے
۔		۔		۔
عوام		عام		عوام
کو		کو		کو
رائےدہی		رائےدہی		رائےدہی
اور		اور		اور
نتائج		نتیجہ		نتاجہ
کا		کا		کا
انتظار		انتظار		انتظار
ہے		ہے		ہے
تاہم		تاہم		تاہم
یہ		یہ		یہ
انتخابات		انتخاب		انتخاب
ریاست		ریاست		ریاست
کی		کا		کا
سیاست		سیاست		سیاست
مےں		مےں		مےں
اےک		اےک		اےک
سیاسی		سیاسی		سیاسی
طوفان		طوفان		طوفان
بھی		بھی		بھی
برپا		برپا		برپا
کر		کر		کر
سکتے		سک		سک
ہیں		ہے		ہے
۔		۔		۔
منڈل		منڈل		منڈل
ناگی		ناگی		ناگی
ریڈی		ریڈی		ریڈی
پیٹ		پیٹ		پیٹ
کے		کا		کا
بلارم		بلارم		بلارم
موضع		موضع		موضع
مےں		مےں		مےں
گرام		گرام		گرام
پنچایت		پنچایت		پنچایت
عمارت		عمارت		عمارت
کے		کا		کا
تعمیری		تعمیری		تعمیری
کام		کام		کام
کے		کا		کا
معائنہ		معائنہ		معائنہ
کے		کے		کا
لئے		لئے		لئے
پنچایت		پنچایت		پنچایت
راج		راج		راج
اے		اے		اے
ای		ای		ای
مسٹر		مسٹر		مسٹر
رام		رام		رام
انجینلو		انجینلو		انجینلو
نے		نے		نے
دورہ		دورہ		دورہ
کرتے		کر		کر
ہوئے		ہو		ہو
تعمیری		تعمیری		تعمیری
کام		کام		کام
کا		کا		کا
معائنہ		معائنہ		معائنہ
کیا		کر		کر
۔		۔		۔
ان		یہ		یہ
دنوں		دن		دن
موضع		موضع		موضع
بلارم		بلارم		بلارم
میں		میں		میں
10		10		10
لاکھ		لاکھ		لاکھ
روپئے		روپیہ		روپیہ
لاگت		لاگت		لاگت
سے		سے		سے
پنچایت		پنچایت		پنچایت
بھون		بھون		بھون
کی		کا		کا
تعمیر		تعمیر		تعمیر
عمل		عمل		عمل
مےں		مےں		مےں
لائی		لا		لا
جا		جا		جا
رہی		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
اس		یہ		یہ
موقع		موقع		موقع
پر		پر		پر
انہوں		وہ		وہ
نے		نے		نے
متعلقہ		متعلقہ		متعلقہ
گتہ_دار		گتہ_دار		گتہ_دار
سے		سے		سے
کہا		کہہ		کہہ
کہ		کہ		کہ
ساتھ		ساتھ		ساتھ
ساتھ		ساتھ		ساتھ
کام		کام		کام
کی		کا		کا
کیورنگ		کیورنگ		کیورنگ
کرواتے		کروا		کروا
رہیں		رہ		رہ
اور		اور		اور
انتباہ		انتباہ		انتباہ
دیا		دے		دے
کہ		کہ		کہ
اگر		اگر		اگر
تعمیری		تعمیری		تعمیری
کام		کام		کام
مےں		مےں		مےں
کوئی		کوئی		کوئی
نقص		نقص		نقص
رہا		رہ		رہ
تو		تو		تو
بل		بل		بل
منظور		منظور		منظور
نہیں		نہیں		نہیں
کئے		کر		کر
جائیں_گے		جا		جا
۔		۔		۔
انہوں		وہ		وہ
نے		نے		نے
مشورہ		مشورہ		مشورہ
دیا		دے		دے
کہ		کہ		کہ
کام		کام		کام
مےں		مےں		مےں
تیزی		تیزی		تیزی
پیدا		پیدا		پیدا
کرتے		کر		کر
ہوئے		ہو		ہو
اسے		یہ		یہ
جلد		جلد		جلد
مکمل		مکمل		مکمل
کیا		کر		کر
جائے		جا		جا
۔		۔		۔
گمبھی		گمبھی		گمبھی
راؤ		راؤ		راؤ
پیٹ		پیٹ		پیٹ
مستقر		مستقر		مستقر
مےں		مےں		مےں
آج		آج		آج
محنت_کش		محنت_کش		محنت_کش
و		و		و
غیرمنظم		غیرمنظم		غیرمنظم
شعبہ		شعبہ		شعبہ
کے		کا		کا
مزدوروں		مزدور		مزدور
کے		کے		کا
علاوہ		علاوہ		علاوہ
فورتھ		فورتھ		فورتھ
کلاس		کلاس		کلاس
ایمپلائز		ایمپلائز		ایمپلائز
ورکرس		ورکرس		ورکرس
نے		نے		نے
مئی		مئی		مئی
ڈے		ڈے		ڈے
کے		کا		کا
موقع		موقع		موقع
پر		پر		پر
مارچ		مارچ		مارچ
کرتے		کر		کر
ہوئے		ہو		ہو
مختلف		مختلف		مختلف
تنظیموں		تنظیم		تنظیم
کے		کا		کا
نمائندوں		نمائندہ		نمائندہ
نے		نے		نے
پرچم_کشائی		پرچم_کشائی		پرچم_کشائی
کی		کا		کا
رسم		رسم		رسم
انجام		انجام		انجام
دی		دے		دے
۔		۔		۔
تھابی		تھابی		تھابی
میستری		میستری		میستری
سنگم		سنگم		سنگم
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
صدر		صدر		صدر
اوڈیا		اوڈیا		ووڈیا
،		،		،
ممالی		ممالی		ممالی
سنگم		سنگم		سنگم
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
مالیا		مالیا		مال
،		،		،
NULL		null		UUll
فورتھ		فورتھ		فورتھ
کلاس		کلاس		کلاس
ایمپلائز		ایمپلائز		ایمپلائز
ورکرس		ورکرس		ورکرس
شاخ		شاخ		شاخ
سی		سی		سی
آئی		آئی		آئی
ٹی		ٹی		ٹی
یو		یو		یو
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
صدر		صدر		صدر
اسوسی		اسوسی		اسوسی
ایشن		ایشن		ایشن
جناب		جناب		جناب
محمد		محمد		محمد
فہیم		فہیم		فہیم
الدین		الدین		الدین
نواب		نواب		نواب
نے		نے		نے
پرچم_کشائی		پرچم_کشائی		پرچم_کشائی
کی		کا		کا
رسم		رسم		رسم
انجام		انجام		انجام
دی		دے		دے
۔		۔		۔
اس		یہ		یہ
موقع		موقع		موقع
پر		پر		پر
گاندھی		گاندھی		گاندھی
چوراہے		چوراہا		چوراہا
پر		پر		پر
سرخ		سرخ		سرخ
رنگ		رنگ		رنگ
کی		کا		کا
جھنڈیاں		جھنڈی		جھنڈی
مختلف		مختلف		مختلف
تنظیموں		تنظیم		تنظیم
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
لگائی		لگا		لگا
گئی		جا		جا
تھیں		تھا		تھا
۔		۔		۔
آندھرا		آندھرا		آندھرا
پردیش		پردیش		پردیش
محکمہ		محکمہ		محکمہ
تعمیر		تعمیر		تعمیر
امکنہ		مکان		امکنہ
ہاوزنگ		ہاوزنگ		ہاوزنگ
ضلع		ضلع		ضلع
میدک		میدک		میدک
کے		کا		کا
اے		اے		اے
ایز		ایز		ایز
کے		کے		کا
علاوہ		علاوہ		علاوہ
منڈل		منڈل		منڈل
انچارج		انچارج		انچارج
کی		کا		کا
یونین		یونین		یونین
کے		کا		کا
انتخابات		انتخاب		انتخاب
عمل		عمل		عمل
میں		میں		میں
آئے		آ		آ
جس		جو		جو
مےں		مےں		مےں
صدر		صدر		صدر
کی		کا		کا
حیثیت		حیثیت		حیثیت
سے		سے		سے
متفقہ		متفقہ		متفقہ
طور		طور		طور
پر		پر		پر
اسسٹنٹ		اسسٹنٹ		اسسٹنٹ
انجینئر		انجینئر		انجینئر
اے		اے		اے
مہندر		مہندر		مہندر
سدی		سدی		سدی
پیٹ		پیٹ		پیٹ
،		،		،
صدر		صدر		صدر
محمد		محمد		محمد
صمدانی		صمدانی		صمدانی
سنگاریڈی		سنگاریڈی		سنگاریڈی
اور		اور		اور
ورکنگ		ورکنگ		ورکنگ
صدر		صدر		صدر
ملیشم		ملیشم		ملیشم
کلہر		کلہر		کلہر
،		،		،
جوائنٹ		جوائنٹ		جوائنٹ
سکریٹریز		سکریٹریز		سکریٹریز
رگھو		رگھو		رگھو
گجویل		گجویل		گجویل
،		،		،
NULL		null		UUll
سرینواس		سرینواس		سرینواس
NULL		null		UUll
کلچرل		کلچرل		کلچرل
آرگنائزرس		آرگنائزرس		آرگنائزرس
کی		کا		کا
حیثیت		حیثیت		حیثیت
سے		سے		سے
محمد		محمد		محمد
محبوب		محبوب		محبوب
قریشی		قریشی		قریشی
کنگٹی		کنگٹی		کنگٹی
،		،		،
NULL		null		UUll
سدھاکر		سدھاکر		سدھاکر
ریڈی		ریڈی		ریڈی
سدی		سدی		سدی
پیٹ		پیٹ		پیٹ
کے		کے		کا
علاوہ		علاوہ		علاوہ
خاذن		خاذن		خاذن
کی		کا		کا
حیثیت		حیثیت		حیثیت
سے		سے		سے
وینکاٹیشم		وینکاٹیشم		وینکاٹیشم
ویلدرتی		ویلدرتی		ویلدرتی
کا		کا		کا
بلا		بلا		بلا
مقابلہ		مقابلہ		مقابلہ
انتخاب		انتخاب		انتخاب
عمل		عمل		عمل
مےں		مےں		مےں
آیا		آ		آ
۔		۔		۔
مستقر		مستقر		مستقر
گجویل		گجویل		گجویل
مےں		مےں		مےں
مشتبہ		مشتبہ		مشتبہ
حالت		حالت		حالت
مےں		مےں		مےں
اےک		اےک		اےک
نوجوان		نوجوان		نوجوان
خاتون		خاتون		خاتون
فوت		فوت		فوت
ہو		ہو		ہو
گئی		جا		جا
۔		۔		۔
توگٹہ		توگٹہ		توگٹہ
منڈل		منڈل		منڈل
کے		کا		کا
دیہاتوں		دیہات		دیہات
کی		کا		کا
ترقی		ترقی		ترقی
کے		کے		کا
لئے		لئے		لئے
حکومت		حکومت		حکومت
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
تیرھویں		تیرھواں		تیرھں
سالانہ		سالانہ		سالانہ
منصوبہ		منصوبہ		منصوبہ
کے		کے		کا
تحت		تحت		تحت
سات		سات		سات
لاکھ		لاکھ		لاکھ
41		41		41
ہزار		ہزار		ہزار
روپیوں		روپیہ		روپیہ
کی		کا		کا
منظوری		منظوری		منظوری
عمل		عمل		عمل
مےں		مےں		مےں
آئی		آ		آئی
۔		۔		۔
یہ		یہ		یہ
بات		بات		بات
توگٹہ		توگٹہ		توگٹہ
منڈل		منڈل		منڈل
ڈیولپمنٹ		ڈیولپمنٹ		ڈیولپمنٹ
آفیسر		آفیسر		آفیسر
سری		سری		سری
کانت		کانت		کانت
نے		نے		نے
بتائی		بتا		بتا
۔		۔		۔
ایم		ایم		ایم
ڈی		ڈی		ڈی
او		او		او
سریکانت		سریکانت		سریکانت
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
اس		یہ		یہ
منظورشدہ		منظورشدہ		منظورشدہ
رقم		رقم		رقم
کو		کو		کو
توگٹہ		توگٹہ		توگٹہ
منڈل		منڈل		منڈل
کے		کا		کا
دیہاتوں		دیہات		دیہات
مےں		مےں		مےں
عوام		عام		عوام
کو		کو		کو
محفوظ		محفوظ		محفوظ
پینے		پی		پی
کے		کا		کا
پانی		پانی		پانی
NULL		null		UUll
صاف		صاف		صاف
صفائی		صفائی		صفائی
کے		کے		کا
علاوہ		علاوہ		علاوہ
دیہی		دیہی		دیہی
عوام		عام		عوام
کو		کو		کو
بنیادی		بنیادی		بنیادی
سہولتیں		سہولت		سہولت
فراہم		فراہم		فراہم
کرنے		کر		کر
مےں		مےں		مےں
خرچ		خرچ		خرچ
کی		کر		کا
جائیگی		جا		جائ
۔		۔		۔
مستقر		مستقر		مستقر
گجویل		گجویل		گجویل
مےں		مےں		مےں
مشتبہ		مشتبہ		مشتبہ
حالت		حالت		حالت
مےں		مےں		مےں
اےک		اےک		اےک
نوجوان		نوجوان		نوجوان
خاتون		خاتون		خاتون
فوت		فوت		فوت
ہو		ہو		ہو
گئی		جا		جا
۔		۔		۔
ہر		ہر		ہر
سال		سال		سال
کی		کا		کا
طرح		طرح		طرح
اس		یہ		یہ
سال		سال		سال
بھی		بھی		بھی
گورنمنٹ		گورنمنٹ		گورنمنٹ
کالج		کالج		کالج
بودھن		بودھن		بودھن
مےں		مےں		مےں
انٹر		انٹر		انٹر
سال		سال		سال
دوم		دوم		دوم
اردو		اردو		اردو
میڈیم		میڈیم		میڈیم
کے		کا		کا
نتائج		نتئجہ		نتاجہ
91		91		91
فیصد		فیصد		فیصد
رہے		رہ		رہ
۔		۔		۔
پرنسپل		پرنسپل		پرنسپل
گورنمنٹ		گورنمنٹ		گورنمنٹ
جونیر		جونیر		جونیر
کالج		کالج		کالج
بودھن		بودھن		بودھن
جناب		جناب		جناب
رشید		رشید		رشید
بیگ		بیگ		بیگ
کی		کا		کا
اطلاع		اطلاع		اطلاع
کے		کے		کا
بموجب		بموجب		بموجب
ایم		ایم		ایم
پی		پی		پی
سی		سی		سی
گروپ		گروپ		گروپ
مےں		مےں		مےں
933		933		933
نشانات		نشان		نشان
کے		کے		کا
ساتھ		ساتھ		ساتھ
طالبہ		طالبہ		طالبہ
فرحانہ		فرحانہ		فرحانہ
بیگم		بیگم		بیگم
نے		نے		نے
گورنمنٹ		گورنمنٹ		گورنمنٹ
جونیر		جونیر		جونیر
کالجس		کالج		کالجس
مےں		مےں		مےں
پہلا		پہلا		پہلا
اور		اور		اور
ضلع		ضلع		ضلع
مےں		مےں		مےں
چوتھا		چوتھا		چوتھا
مقام		مقام		مقام
حاصل		حاصل		حاصل
کیا		کر		کر
اور		اور		اور
بودھن		بودھن		بودھن
شہر		شہر		شہر
کی		کا		کا
سطح		سطح		سطح
پر		پر		پر
اردو		اردو		اردو
میڈیم		میڈیم		میڈیم
مےں		مےں		مےں
پہلا		پہلا		پہلا
رینک		رینک		رینک
حاصل		حاصل		حاصل
کیا		کر		کر
۔		۔		۔
اسی		یہ		یہ
طرح		طرح		طرح
سی		سی		سی
ای		ای		ای
سی		سی		سی
مےں		مےں		مےں
830		830		830
نشانات		نشان		نشان
اور		اور		اور
بی		بی		بی
پی		پی		پی
سی		سی		سی
مےں		مےں		مےں
811		811		811
نشانات		نشان		نشان
حاصل		حاصل		حاصل
کرتے		کر		کر
ہوئے		ہو		ہو
جونیر		جونیر		جونیر
کالج		کالج		کالج
بودھن		بودھن		بودھن
نے		نے		نے
بہترین		بہترین		بہترین
مظاہرہ		مظاہرہ		مظاہرہ
کیا		کر		کر
۔		۔		۔
پرنسپل		پرنسپل		پرنسپل
رشید		رشید		رشید
بیگ		بیگ		بیگ
نے		نے		نے
تمام		تمام		تمام
سرپرستوں		سرپرست		سرپرست
اور		اور		اور
لکچرر		لکچرر		لکچرر
صاحبان		صاحب		صاحبان
کو		کو		کو
مبارکباد		مبارکباد		مبارکباد
پیش		پیش		پیش
کی		کر		کا
ہے		ہے		ہے
۔		۔		۔
انھوں		وہ		وہ
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
اولیائے		اولیائے		اولیائے
طلبہ		طالب		طللب
تعلیمی		تعلیمی		تعلیمی
معیار		معیار		معیار
کے		کے		کا
لئے		لئے		لئے
پرائیویٹ		پرائیویٹ		پرائیویٹ
کالج		کالج		کالج
کے		کے		کا
بجائے		بجائے		بجائے
گورنمنٹ		گورنمنٹ		گورنمنٹ
جونیر		جونیر		جونیر
کالج		کالج		کالج
مےں		مےں		مےں
داخلہ		داخلہ		داخلہ
دلوائیں		دلوا		دلوا
۔		۔		۔
انھوں		وہ		وہ
نے		نے		نے
تفصیلات		تفصیل		تفصیل
بتاتے		بتا		بتا
ہوئے		ہو		ہو
کہا		کہہ		کہہ
کہ		کہ		کہ
دیگر		دیگر		دیگر
پرائیویٹ		پرائیویٹ		پرائیویٹ
کالجس		کالج		کالجس
سے		سے		سے
اچھا		اچھا		اچھا
مظاہرہ		مظاہرہ		مظاہرہ
کرنے		کر		کر
والے		والا		والا
طالبہ		طالبہ		طالبہ
فرحانہ		فرحانہ		فرحانہ
بیگم		بیگم		بیگم
اےک		اےک		اےک
پنٹر		پنٹر		پنٹر
کی		کا		کا
بیٹی		بیٹی		بیٹی
ہے		ہے		ہے
۔		۔		۔
کالج		کالج		کالج
مےں		مےں		مےں
صد		صد		صد
فیصد		فیصد		فیصد
حاضری		حاضری		حاضری
اور		اور		اور
کسی		کوئی		کوئیییییییییی
دوسرے		دوسرا		دوسرا
ٹیوشن		ٹیوشن		ٹیوشن
و		و		و
کوچنگ		کوچنگ		کوچنگ
کے		کے		کا
بغیر		بغیر		بغیر
933		933		933
نشانات		نشان		نشان
حاصل		حاصل		حاصل
کرتے		کر		کر
ہوئے		ہو		ہو
دوسروں		دوسروں		دوسرر
کے		کے		کا
لئے		لئے		لئے
مثال		مثال		مثال
بنی		بن		بن
ہے		ہے		ہے
۔		۔		۔
اس		یہ		یہ
طالبہ		طالبہ		طالبہ
نے		نے		نے
حساب		حساب		حساب
مےں		مےں		مےں
دونوں		دونوں		دو
برسوں		برس		برس
مےں		مےں		مےں
150		150		150
مےں		مےں		مےں
150		150		150
نشانات		نشان		نشان
حاصل		حاصل		حاصل
کئے		کر		کر
۔		۔		۔
پرنسپل		پرنسپل		پرنسپل
نے		نے		نے
اس		یہ		یہ
بات		بات		بات
پر		پر		پر
اطمینان		اطمینان		اطمینان
کا		کا		کا
اظہار		اظہار		اظہار
کیا		کر		کر
کہ		کہ		کہ
ہر		ہر		ہر
مضمون		مضمون		مضمون
مےں		مےں		مےں
کامیابی		کامیابی		کامیابی
کا		کا		کا
تناسب		تناسب		تناسب
96		96		96
فیصد		فیصد		فیصد
سے		سے		سے
زائد		زائد		زائد
ہے		ہے		ہے
۔		۔		۔
انھوں		وہ		وہ
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
اردو		اردو		اردو
میڈیم		میڈیم		میڈیم
کے		کا		کا
طلبہ		طالب		طللب
اگر		اگر		اگر
انگریزی		انگریزی		انگریزی
مےں		مےں		مےں
اچھا		اچھا		اچھا
مظاہرہ		مظاہرہ		مظاہرہ
کریں		کر		کر
تو		تو		تو
وہ		وہ		وہ
ریاستی		ریاستی		ریاستی
رینکس		رینکس		رینکس
حاصل		حاصل		حاصل
کر		کر		کر
سکتے		سک		سک
ہیں		ہے		ہے
۔		۔		۔
انگریزی		انگریزی		انگریزی
مےں		مےں		مےں
کامیابی		کامیابی		کامیابی
کا		کا		کا
تناسب		تناسب		تناسب
86		86		86
فیصد		فیصد		فیصد
رہا		رہ		رہ
۔		۔		۔
جامع		جامع		جامع
مسجد		مسجد		مسجد
کمیٹی		کمیٹی		کمیٹی
صدر		صدر		صدر
جناب		جناب		جناب
محمد		محمد		محمد
فصیح		فصیح		فصیح
الدین		الدین		الدین
اور		اور		اور
معتمد		معتمد		معتمد
کمیٹی		کمیٹی		کمیٹی
محمد		محمد		محمد
جمال		جمال		جمال
شریف		شریف		شریف
ایڈوکیٹ		ایڈوکیٹ		ایڈوکیٹ
نے		نے		نے
ریاستی		ریاستی		ریاستی
وزیر		وزیر		وزیر
آئی		آئی		آئی
ٹی		ٹی		ٹی
مسٹر		مسٹر		مسٹر
پنالہ		پنالہ		پنالہ
لکشمیا		لکشمیا		لکشمیا
اور		اور		اور
مارکٹ		مارکٹ		مارکٹ
کمیٹی		کمیٹی		کمیٹی
چیرمین		چیرمین		چیرمین
وائی		وائی		وائی
سدھاکر		سدھاکر		سدھاکر
کی		کا		کا
گلپوشی		گلپوشی		گلپوشی
کی		کر		کا
اور		اور		اور
مارکٹ		مارکٹ		مارکٹ
چیرمین		چیرمین		چیرمین
کو		کو		کو
مبارکباد		مبارکباد		مبارکباد
پیش		پیش		پیش
کی		کر		کا
۔		۔		۔
دورہ		دورہ		دورہ
کے		کا		کا
موقع		موقع		موقع
پر		پر		پر
ڈی		ڈی		ڈی
ایس		ایس		ایس
پی		پی		پی
جنگاؤں		جنگاؤں		جنگا
ناگراج		ناگراج		ناگراج
کی		کا		کا
نگرانی		نگرانی		نگرانی
مےں		مےں		مےں
پولیس		پولیس		پولیس
کا		کا		کا
معقول		معقول		معقول
بندوبست		بندوبست		بندوبست
تھا		تھا		تھا
۔		۔		۔
سرکل		سرکل		سرکل
انسپکٹر		انسپکٹر		انسپکٹر
ٹاؤن		ٹاؤن		ٹاؤن
جتیندر		جتیندر		جتیندر
،		،		،
NULL		null		UUll
رورل		رورل		رورل
سرکل		سرکل		سرکل
انسپکٹر		انسپکٹر		انسپکٹر
جنگاؤں		جنگاؤں		جنگا
شیخ		شیخ		شیخ
اسماعیل		اسماعیل		اسماعیل
کے		کے		کا
علاوہ		علاوہ		علاوہ
دیگر		دیگر		دیگر
پولیس		پولیس		پولیس
کے		کا		کا
عہدہ_دار		عہدہ_دار		عہدہ_دار
بھی		بھی		بھی
موجود		موجود		موجود
تھے		تھا		تھا
۔		۔		۔
اس		یہ		یہ
سرکس		سرکس		سرکس
کی		کا		کا
افتتاحی		افتتاحی		افتتاحی
تقریب		تقریب		تقریب
مےں		مےں		مےں
محمد		محمد		محمد
عباس		عباس		عباس
،		،		،
خواجہ		خواجہ		خواجہ
نصیرالدین		نصیرالدین		نصیرالدین
،		،		،
NULL		null		UUll
عبدالرحیم		عبدالرحیم		عبدالرحیم
بابا		بابا		بابا
کے		کے		کا
علاوہ		علاوہ		علاوہ
کئی		کئی		کئی
مہمان		مہمان		مہمان
شریک		شریک		شریک
تھے		تھا		تھا
۔		۔		۔
محمد		محمد		محمد
اکبر		اکبر		اکبر
صدر		صدر		صدر
وقف		وقف		وقف
کامپلکس		کامپلکس		کامپلکس
,		,		,
NULL		null		UUll
محمد		محمد		محمد
ذکی		ذکی		ذکی
نائب		نائب		نائب
صدر		صدر		صدر
عیدگاہ		عیدگاہ		عیدگاہ
کمیٹی		کمیٹی		کمیٹی
مہمان		مہمان		مہمان
خصوصی		خصوصی		خصوصی
کی		کا		کا
حیثیت		حیثیت		حیثیت
سے		سے		سے
شرکت		شرکت		شرکت
کی		کر		کا
۔		۔		۔
اس		وہ		یہ
موقع		موقع		موقع
پر		پر		پر
شہریان		شہریان		شہریان
محبوب		محبوب		محبوب
نگر		نگر		نگر
کی		کا		کا
کثیر		کثیر		کثیر
تعداد		تعداد		تعداد
موجود		موجود		موجود
تھی		تھا		تھا
۔		۔		۔
مرزا		مرزا		مرزا
جاوید		جاوید		جاوید
بیگ		بیگ		بیگ
